icao,time_epoch,latitude,longitude,altitude_m,speed_mps,heading,vz_mps,typecode,clearance
SYN000,1792497930.0,45.14239666910068,16.842260561161773,9448.800000037794,231.85524218434904,90.0,-7.62000000003048,B738,NONE
SYN000,1792497940.0,45.14228293578319,16.872197806466456,9372.60000003749,232.03177262688837,90.0,-7.62000000003048,B738,NONE
SYN000,1792497950.0,45.14238273521847,16.901219801697966,9296.400000037185,231.0234111335586,90.0,-7.62000000003048,B738,NONE
SYN000,1792497960.0,45.142463130949636,16.930562920867757,9220.20000003688,231.7177216447802,90.0,-7.62000000003048,B738,NONE
SYN000,1792497970.0,45.142552918397634,16.95984985941171,9144.000000036576,230.64058103037385,90.0,-7.62000000003048,B738,NONE
SYN000,1792497980.0,45.14284316708139,16.989400718302548,9067.80000003627,231.54242776229438,90.0,-7.62000000003048,B738,NONE
SYN000,1792497990.0,45.14313159832376,17.019457191500745,8991.600000035965,229.33211724384287,90.0,-7.62000000003048,B738,NONE
SYN000,1792498000.0,45.14356797766391,17.049293298246468,8915.400000035661,231.27176509989474,90.0,-7.62000000003048,B738,NONE
SYN000,1792498010.0,45.143921872603485,17.078805135612036,8839.200000035356,232.73244176641273,90.0,-7.62000000003048,B738,NONE
SYN000,1792498020.0,45.14426366404193,17.108465944482443,8763.000000035052,231.0196181913492,90.0,-7.62000000003048,B738,NONE
SYN001,1792497600.0,45.14335954563306,16.95596951766208,10668.000000042672,236.1027417523499,270.0,0.0,A320,NONE
SYN001,1792497610.0,45.143413482420605,16.92573793613719,10668.000000042672,236.12955692803385,270.0,0.0,A320,NONE
SYN001,1792497620.0,45.143908207942864,16.89537877457184,10668.000000042672,236.62203260558596,270.0,0.0,A320,NONE
SYN001,1792497630.0,45.14390745163895,16.864528140371515,10668.000000042672,238.6634077558693,270.0,0.0,A320,NONE
SYN001,1792497640.0,45.14373464050469,16.834556206458974,10668.000000042672,234.9850011353989,270.0,0.0,A320,NONE
SYN001,1792497650.0,45.14368430438221,16.803871207363308,10668.000000042672,236.25269210816205,270.0,0.0,A320,NONE
SYN001,1792497660.0,45.14406395469095,16.773912233036345,10668.000000042672,237.12284593801303,270.0,0.0,A320,NONE
SYN001,1792497670.0,45.144214174263574,16.743192170913296,10668.000000042672,235.76512064438998,270.0,0.0,A320,NONE
SYN001,1792497680.0,45.144377975075116,16.713406426687033,10668.000000042672,236.9952634296853,270.0,0.0,A320,NONE
SYN001,1792497690.0,45.14454870358526,16.68337627169737,10668.000000042672,237.1834746944817,270.0,0.0,A320,NONE
SYN001,1792497700.0,45.14469297436938,16.652850893867036,10668.000000042672,237.39512553094795,270.0,0.0,A320,NONE
SYN001,1792497710.0,45.14442243401116,16.622216309306015,10668.000000042672,236.74382874771996,270.0,0.0,A320,NONE
SYN001,1792497720.0,45.144022235735434,16.59169810473431,10668.000000042672,236.72297492925475,270.0,0.0,A320,NONE
SYN001,1792497730.0,45.14377550523409,16.5612377138881,10668.000000042672,236.996252832058,270.0,0.0,A320,NONE
SYN001,1792497740.0,45.14410862246186,16.531263668729412,10668.000000042672,237.33763825969802,270.0,0.0,A320,NONE
SYN001,1792497750.0,45.14366366949013,16.50126633942253,10668.000000042672,236.63438881578293,270.0,0.0,A320,NONE
SYN001,1792497760.0,45.14344861624274,16.47098250737565,10668.000000042672,236.3492344727763,270.0,0.0,A320,NONE
SYN001,1792497770.0,45.143133919022894,16.44020436126129,10668.000000042672,236.93028730766454,270.0,0.0,A320,NONE
SYN001,1792497780.0,45.14321069634701,16.41041022263334,10744.200000042976,237.52375413039928,270.0,7.62000000003048,A320,CLIMB
SYN001,1792497790.0,45.14326617768721,16.38047243589532,10820.40000004328,237.83186536154085,270.0,7.62000000003048,A320,NONE
SYN001,1792497800.0,45.14305774070934,16.350200600581605,10896.600000043585,236.85266373836234,270.0,7.62000000003048,A320,NONE
SYN001,1792497810.0,45.142650265986056,16.319682379191544,10972.800000043891,237.1547100649366,270.0,7.62000000003048,A320,NONE
SYN001,1792497820.0,45.142521002594364,16.289625561727334,11049.000000044196,236.55600357166142,270.0,7.62000000003048,A320,NONE
SYN001,1792497830.0,45.142891235566815,16.259515207525872,11125.2000000445,236.7472279118194,270.0,7.62000000003048,A320,NONE
SYN001,1792497840.0,45.142808146884654,16.229014995790525,11201.400000044805,235.4500848096161,270.0,7.62000000003048,A320,NONE
SYN001,1792497850.0,45.14360834928562,16.19891668028234,11277.60000004511,237.43916431102468,270.0,7.62000000003048,A320,NONE
SYN001,1792497860.0,45.14334309235331,16.16886443376342,11353.800000045414,236.93910429313473,270.0,7.62000000003048,A320,NONE
SYN001,1792497870.0,45.143083855838526,16.139276707084505,11430.00000004572,237.7960613788402,270.0,7.62000000003048,A320,NONE
SYN001,1792497880.0,45.14303569649095,16.109418954773577,11506.200000046025,237.55987076299664,270.0,7.62000000003048,A320,NONE
SYN001,1792497890.0,45.14321301424075,16.079388331362054,11582.40000004633,236.757010064584,270.0,7.62000000003048,A320,NONE
SYN001,1792497900.0,45.14321628412515,16.048764946170554,11658.600000046634,236.3164796841168,270.0,7.62000000003048,A320,NONE
SYN001,1792497910.0,45.14335606205869,16.01849768969926,11734.800000046938,237.49774015609154,270.0,7.62000000003048,A320,NONE
SYN001,1792497920.0,45.14338627711403,15.988054062322679,11811.000000047243,235.68082856570436,270.0,7.62000000003048,A320,NONE
SYN001,1792497930.0,45.14310877696394,15.957850455971546,11887.200000047547,236.47983910635858,270.0,7.62000000003048,A320,NONE
SYN001,1792497940.0,45.14229291741849,15.927820203074251,11963.400000047854,237.8735752370491,270.0,7.62000000003048,A320,NONE
SYN001,1792497950.0,45.1420847413813,15.897767139437732,12039.600000048158,236.04886387300914,270.0,7.62000000003048,A320,NONE
SYN001,1792497960.0,45.14247538442344,15.86733534585666,12115.800000048463,236.50634746250805,270.0,7.62000000003048,A320,NONE
SYN001,1792497970.0,45.14290720796877,15.837423541496557,12192.000000048767,236.40109945852,270.0,7.62000000003048,A320,NONE
SYN001,1792497980.0,45.143278098777756,15.807422711868123,12268.200000049072,237.46593244460144,270.0,7.62000000003048,A320,NONE
SYN001,1792497990.0,45.143739034569705,15.77771968513245,12344.400000049376,235.95913074634362,270.0,7.62000000003048,A320,NONE
SYN001,1792498000.0,45.143489209782985,15.747685146090676,12420.600000049682,236.41359355095577,270.0,7.62000000003048,A320,NONE
SYN001,1792498010.0,45.1425445626401,15.717784733015941,12496.800000049987,235.668431855973,270.0,7.62000000003048,A320,NONE
SYN001,1792498020.0,45.14245591374922,15.687387068439936,12573.000000050291,236.37461401860915,270.0,7.62000000003048,A320,NONE
SYN002,1792497600.0,46.21277746933346,15.332485865379475,11277.60000004511,220.96838835852816,135.0,0.0,A20N,NONE
SYN002,1792497610.0,46.198239905758605,15.352727947521595,11277.60000004511,221.41486807028363,135.0,0.0,A20N,NONE
SYN002,1792497620.0,46.184454158152256,15.37299241781643,11277.60000004511,223.12604833849073,135.0,0.0,A20N,NONE
SYN002,1792497630.0,46.17065684835863,15.393695254488481,11277.60000004511,221.7814662721933,135.0,0.0,A20N,NONE
SYN002,1792497640.0,46.156502854809915,15.41387912966043,11277.60000004511,220.50598033768847,135.0,0.0,A20N,NONE
SYN002,1792497650.0,46.14243575105523,15.433287834713203,11277.60000004511,220.835594830499,135.0,0.0,A20N,NONE
SYN002,1792497660.0,46.128349472651145,15.453185399922402,11277.60000004511,220.3832821328097,135.0,0.0,A20N,NONE
SYN002,1792497670.0,46.114394067920735,15.473678466761958,11277.60000004511,221.45115454775046,135.0,0.0,A20N,NONE
SYN002,1792497680.0,46.09963510587335,15.494541889171193,11277.60000004511,221.0309363685204,135.0,0.0,A20N,NONE
SYN002,1792497690.0,46.08646200541163,15.514829426601672,11277.60000004511,221.6264597684818,135.0,0.0,A20N,NONE
SYN002,1792497700.0,46.072250687813245,15.535315822518063,11277.60000004511,222.5364179655474,135.0,0.0,A20N,NONE
SYN002,1792497710.0,46.05832030397791,15.555910321795013,11277.60000004511,221.7271542971127,135.0,0.0,A20N,NONE
SYN002,1792497720.0,46.043746034794495,15.576386439792829,11277.60000004511,220.68125440896856,135.0,0.0,A20N,NONE
SYN002,1792497730.0,46.02981838796539,15.596371138253778,11277.60000004511,222.2481228413323,135.0,0.0,A20N,NONE
SYN002,1792497740.0,46.01557682455785,15.61727631948097,11277.60000004511,220.9405340651845,135.0,0.0,A20N,NONE
SYN002,1792497750.0,46.001761881543366,15.637153859933823,11277.60000004511,221.35622447859697,135.0,0.0,A20N,NONE
SYN002,1792497760.0,45.987463417086026,15.657597209317492,11277.60000004511,222.34460870398544,135.0,0.0,A20N,NONE
SYN002,1792497770.0,45.97372530065754,15.677674037178955,11277.60000004511,220.29576160965902,135.0,0.0,A20N,NONE
SYN002,1792497780.0,45.959540558112764,15.697611891342586,11277.60000004511,222.01291408575796,135.0,0.0,A20N,NONE
SYN002,1792497790.0,45.945567394548114,15.718037780716173,11277.60000004511,220.09411903470888,135.0,0.0,A20N,NONE
SYN002,1792497800.0,45.93119787083219,15.737991596096336,11277.60000004511,221.45980205726588,135.0,0.0,A20N,NONE
SYN002,1792497810.0,45.917228245469346,15.757566472441228,11277.60000004511,222.1875948928149,135.0,0.0,A20N,NONE
SYN002,1792497820.0,45.89910459781528,15.766811214504886,11277.60000004511,220.5247277565806,160.0,0.0,A20N,HEADING_RIGHT
SYN002,1792497830.0,45.880623096964236,15.776363225986335,11277.60000004511,220.92434150520947,160.0,0.0,A20N,NONE
SYN002,1792497840.0,45.86185318970142,15.785595718544881,11277.60000004511,220.76867576732923,160.0,0.0,A20N,NONE
SYN002,1792497850.0,45.84277373404628,15.795257974594621,11277.60000004511,221.21147483631506,160.0,0.0,A20N,NONE
SYN002,1792497860.0,45.82414530706918,15.80505481518623,11277.60000004511,220.6337764060623,160.0,0.0,A20N,NONE
SYN002,1792497870.0,45.80549873526047,15.815432274470348,11277.60000004511,220.537307021585,160.0,0.0,A20N,NONE
SYN002,1792497880.0,45.78584395288461,15.824869499343656,11277.60000004511,220.25462832290467,160.0,0.0,A20N,NONE
SYN002,1792497890.0,45.76660006373274,15.834455964742643,11277.60000004511,220.5286435878016,160.0,0.0,A20N,NONE
SYN002,1792497900.0,45.747866519020974,15.84435769066004,11277.60000004511,223.07879596041573,160.0,0.0,A20N,NONE
SYN002,1792497910.0,45.72934969117601,15.854088584340829,11277.60000004511,219.6457833130281,160.0,0.0,A20N,NONE
SYN002,1792497920.0,45.7101781831248,15.863475444291568,11277.60000004511,220.9345069491875,160.0,0.0,A20N,NONE
SYN002,1792497930.0,45.69086742078699,15.87327542491833,11277.60000004511,222.2399318573656,160.0,0.0,A20N,NONE
SYN002,1792497940.0,45.672309099177866,15.883421317192925,11277.60000004511,220.99416678926912,160.0,0.0,A20N,NONE
SYN002,1792497950.0,45.65375400270861,15.893187923945648,11277.60000004511,221.73373116535885,160.0,0.0,A20N,NONE
SYN002,1792497960.0,45.63532442487565,15.902566698975978,11277.60000004511,220.0707832682454,160.0,0.0,A20N,NONE
SYN002,1792497970.0,45.61629691884605,15.912612642058155,11277.60000004511,221.6093660789759,160.0,0.0,A20N,NONE
SYN002,1792497980.0,45.5978948220378,15.92208013656715,11277.60000004511,221.28012157313538,160.0,0.0,A20N,NONE
SYN002,1792497990.0,45.5793367516702,15.93123767172519,11277.60000004511,220.8934312086755,160.0,0.0,A20N,NONE
SYN002,1792498000.0,45.56072805841687,15.941036390269973,11277.60000004511,220.62091778004014,160.0,0.0,A20N,NONE
SYN002,1792498010.0,45.541960222617945,15.950973203965642,11277.60000004511,221.6180182777743,160.0,0.0,A20N,NONE
SYN002,1792498020.0,45.52347666351909,15.96081800841992,11277.60000004511,221.14188554561073,160.0,0.0,A20N,NONE
SYN003,1792497600.0,45.57456240549542,16.84624384204927,11277.60000004511,224.99423788128212,315.0,0.0,B77W,NONE
SYN003,1792497610.0,45.5890481139112,16.825240711415965,11277.60000004511,225.45231375079806,315.0,0.0,B77W,NONE
SYN003,1792497620.0,45.60329970174065,16.804894130987932,11277.60000004511,226.22078926460117,315.0,0.0,B77W,NONE
SYN003,1792497630.0,45.618367564452896,16.78453885335734,11277.60000004511,226.44334768731352,315.0,0.0,B77W,NONE
SYN003,1792497640.0,45.632177072392665,16.76418751451637,11277.60000004511,226.78040684069424,315.0,0.0,B77W,NONE
SYN003,1792497650.0,45.646730430191205,16.743636643760258,11277.60000004511,226.12502617959166,315.0,0.0,B77W,NONE
SYN003,1792497660.0,45.66128316194579,16.72276493427744,11277.60000004511,225.4440039145962,315.0,0.0,B77W,NONE
SYN003,1792497670.0,45.676014711373405,16.701981697891966,11277.60000004511,225.96210881152496,315.0,0.0,B77W,NONE
SYN003,1792497680.0,45.690533032036356,16.681898947060667,11277.60000004511,227.82894818289247,315.0,0.0,B77W,NONE
SYN003,1792497690.0,45.70519899139038,16.66073563865755,11277.60000004511,227.38400634879295,315.0,0.0,B77W,NONE
SYN003,1792497700.0,45.72011627847874,16.64014777054187,11277.60000004511,226.93983982776902,315.0,0.0,B77W,NONE
SYN003,1792497710.0,45.73421400165003,16.619314642368842,11277.60000004511,226.28278164467775,315.0,0.0,B77W,NONE
SYN003,1792497720.0,45.748611949021026,16.59865941431359,11277.60000004511,226.65266239874185,315.0,0.0,B77W,NONE
SYN003,1792497730.0,45.762970474444515,16.578433906511464,11277.60000004511,225.09731430370417,315.0,0.0,B77W,NONE
SYN003,1792497740.0,45.777781414395534,16.558113080338753,11277.60000004511,226.37202360668402,315.0,0.0,B77W,NONE
SYN003,1792497750.0,45.79210884360444,16.537673250269933,11277.60000004511,225.98969135189236,315.0,0.0,B77W,NONE
SYN003,1792497760.0,45.806700851286855,16.517084250334644,11277.60000004511,225.7021636976735,315.0,0.0,B77W,NONE
SYN003,1792497770.0,45.82155991495291,16.49667002903815,11277.60000004511,226.59312897707832,315.0,0.0,B77W,NONE
SYN003,1792497780.0,45.83650381055947,16.476438620014974,11277.60000004511,226.22371469504574,315.0,0.0,B77W,NONE
SYN003,1792497790.0,45.850958921643496,16.4558332048034,11277.60000004511,226.8110411774838,315.0,0.0,B77W,NONE
SYN003,1792497800.0,45.86563552026875,16.435276323361133,11277.60000004511,226.49224130911418,315.0,0.0,B77W,NONE
SYN003,1792497810.0,45.87964070448221,16.414506182910443,11277.60000004511,226.0566351455609,315.0,0.0,B77W,NONE
SYN003,1792497820.0,45.886566272289606,16.386800512951858,11277.60000004511,226.07011765451261,290.0,0.0,B77W,HEADING_LEFT
SYN003,1792497830.0,45.8932067949084,16.359312858839672,11277.60000004511,225.44083198468755,290.0,0.0,B77W,NONE
SYN003,1792497840.0,45.90066220402399,16.33170035620407,11277.60000004511,227.45586371341653,290.0,0.0,B77W,NONE
SYN003,1792497850.0,45.907600023346895,16.304227384390096,11277.60000004511,227.5092122736367,290.0,0.0,B77W,NONE
SYN003,1792497860.0,45.91451936898247,16.277271935149393,11277.60000004511,225.8044279220241,290.0,0.0,B77W,NONE
SYN003,1792497870.0,45.92163791669277,16.24995425130277,11277.60000004511,226.4605870781054,290.0,0.0,B77W,NONE
SYN003,1792497880.0,45.9284421325925,16.222876084994414,11277.60000004511,226.08834348667872,290.0,0.0,B77W,NONE
SYN003,1792497890.0,45.935438240755964,16.19493252805359,11277.60000004511,226.33144358549208,290.0,0.0,B77W,NONE
SYN003,1792497900.0,45.94190324074644,16.167772254374817,11277.60000004511,226.81427394532014,290.0,0.0,B77W,NONE
SYN003,1792497910.0,45.949304235705895,16.140233047472847,11277.60000004511,227.20632624342554,290.0,0.0,B77W,NONE
SYN003,1792497920.0,45.956719253095436,16.112415708043653,11277.60000004511,225.93938563295933,290.0,0.0,B77W,NONE
SYN003,1792497930.0,45.96344543276092,16.085131056685672,11277.60000004511,227.19970965481141,290.0,0.0,B77W,NONE
SYN003,1792497940.0,45.97058732232829,16.057281956885486,11277.60000004511,226.30721353295374,290.0,0.0,B77W,NONE
SYN003,1792497950.0,45.977488756021735,16.02939835194434,11277.60000004511,227.25351516996074,290.0,0.0,B77W,NONE
SYN003,1792497960.0,45.98508440195827,16.002371734312643,11277.60000004511,225.8986444883217,290.0,0.0,B77W,NONE
SYN003,1792497970.0,45.99242077593194,15.97426357654605,11277.60000004511,225.42015564182765,290.0,0.0,B77W,NONE
SYN003,1792497980.0,45.999554679498026,15.946475060836685,11277.60000004511,226.12294793759014,290.0,0.0,B77W,NONE
SYN003,1792497990.0,46.0070416959721,15.91886338466682,11277.60000004511,226.8428671258242,290.0,0.0,B77W,NONE
SYN003,1792498000.0,46.01395998191894,15.891498895705208,11277.60000004511,227.0661608316969,290.0,0.0,B77W,NONE
SYN003,1792498010.0,46.020862443257165,15.863688068411642,11277.60000004511,226.8435080370681,290.0,0.0,B77W,NONE
SYN003,1792498020.0,46.027477045960666,15.836428581635534,11277.60000004511,226.594074941086,290.0,0.0,B77W,NONE
SYN004,1792497600.0,45.79924138981159,16.182908007104118,11887.200000047547,235.39869167221445,184.28974548913865,0.0,E190,NONE
SYN004,1792497610.0,45.778088282091474,16.180523183694014,11887.200000047547,232.87347388185705,184.28974548913865,0.0,E190,NONE
SYN004,1792497620.0,45.75693686792939,16.177957447165042,11887.200000047547,235.02210235473086,184.28974548913865,0.0,E190,NONE
SYN004,1792497630.0,45.735816584018615,16.175490492000577,11887.200000047547,235.15665244884195,184.28974548913865,0.0,E190,NONE
SYN004,1792497640.0,45.71436334977509,16.17287242114177,11887.200000047547,233.70370738341438,184.28974548913865,0.0,E190,NONE
SYN004,1792497650.0,45.69367208729679,16.17039260146176,11887.200000047547,234.1890019043054,184.28974548913865,0.0,E190,NONE
SYN004,1792497660.0,45.67245498853074,16.167783945150216,11887.200000047547,234.00507382911366,184.28974548913865,0.0,E190,NONE
SYN004,1792497670.0,45.651484539418185,16.165107735197704,11887.200000047547,234.2174952699825,184.28974548913865,0.0,E190,NONE
SYN004,1792497680.0,45.62974815359848,16.162540245727588,11887.200000047547,234.87559495094803,184.28974548913865,0.0,E190,NONE
SYN004,1792497690.0,45.60864362004878,16.160461608579457,11887.200000047547,235.06898344171262,184.28974548913865,0.0,E190,NONE
SYN004,1792497700.0,45.58780704695125,16.15829897788069,11887.200000047547,234.75772235511135,184.28974548913865,0.0,E190,NONE
SYN004,1792497710.0,45.56681376895883,16.155932667996407,11887.200000047547,234.78674023601707,184.28974548913865,0.0,E190,NONE
SYN004,1792497720.0,45.545913809488404,16.15372787930698,11887.200000047547,235.41604161220778,184.28974548913865,0.0,E190,NONE
SYN004,1792497730.0,45.52499247341136,16.15218072149878,11887.200000047547,233.25280829514645,184.28974548913865,0.0,E190,NONE
SYN004,1792497740.0,45.50427550444798,16.14994918263876,11887.200000047547,235.01240543197406,184.28974548913865,0.0,E190,NONE
SYN004,1792497750.0,45.4831425126911,16.14812671615553,11887.200000047547,235.22640959957087,184.28974548913865,0.0,E190,NONE
SYN004,1792497760.0,45.462285847338585,16.145698655697807,11887.200000047547,234.2912060868657,184.28974548913865,0.0,E190,NONE
SYN004,1792497770.0,45.44105984717106,16.14347154746568,11887.200000047547,233.0667390986342,184.28974548913865,0.0,E190,NONE
SYN004,1792497780.0,45.41969934473194,16.140812557259288,11887.200000047547,234.9874522348705,184.28974548913865,0.0,E190,NONE
SYN004,1792497790.0,45.39875518056401,16.138126589705656,11887.200000047547,234.0671418327897,184.28974548913865,0.0,E190,NONE
SYN004,1792497800.0,45.378124744560736,16.135836288168587,11887.200000047547,233.30297564704807,184.28974548913865,0.0,E190,NONE
SYN004,1792497810.0,45.356909091468104,16.133648830821333,11887.200000047547,235.14004595834226,184.28974548913865,0.0,E190,NONE
SYN004,1792497820.0,45.335669109205035,16.130803818088598,11887.200000047547,234.5088317017231,184.28974548913865,0.0,E190,NONE
SYN004,1792497830.0,45.31456880770131,16.128081399062218,11887.200000047547,233.10087794020325,184.28974548913865,0.0,E190,NONE
SYN004,1792497840.0,45.293400259269646,16.125363799251705,11887.200000047547,233.25127771780333,184.28974548913865,0.0,E190,NONE
SYN004,1792497850.0,45.27251063226283,16.12338972681699,11887.200000047547,234.575166524948,184.28974548913865,0.0,E190,NONE
SYN004,1792497860.0,45.2512280585136,16.121249967342354,11887.200000047547,233.2151633591716,184.28974548913865,0.0,E190,NONE
SYN004,1792497870.0,45.23040484478657,16.11887175795927,11887.200000047547,235.97103983141827,184.28974548913865,0.0,E190,NONE
SYN004,1792497880.0,45.209625071264796,16.116856365328335,11887.200000047547,234.52534837238142,184.28974548913865,0.0,E190,NONE
SYN004,1792497890.0,45.18904069517744,16.114456635030116,11887.200000047547,233.89524907335868,184.28974548913865,0.0,E190,NONE
SYN004,1792497900.0,45.16775993690121,16.112380162124445,11887.200000047547,233.6682111266962,184.28974548913865,0.0,E190,NONE
SYN004,1792497910.0,45.146773177012506,16.110263999181992,11887.200000047547,235.334222672607,184.28974548913865,0.0,E190,NONE
SYN004,1792497920.0,45.12514423910442,16.107654209838522,11887.200000047547,235.05590440367683,184.28974548913865,0.0,E190,NONE
SYN004,1792497930.0,45.104734088819185,16.105519108421714,11887.200000047547,234.29821595491813,184.28974548913865,0.0,E190,NONE
SYN004,1792497940.0,45.08362412705957,16.103583076980613,11887.200000047547,234.2366120021118,184.28974548913865,0.0,E190,NONE
SYN004,1792497950.0,45.06231197161741,16.101684023830668,11887.200000047547,233.50312221405682,184.28974548913865,0.0,E190,NONE
SYN004,1792497960.0,45.04136362049542,16.099433471492492,11887.200000047547,233.43520356136028,184.28974548913865,0.0,E190,NONE
SYN004,1792497970.0,45.02035214438001,16.09706639406907,11887.200000047547,234.91458574703012,184.28974548913865,0.0,E190,NONE
SYN004,1792497980.0,44.99969172057482,16.09499572060424,11887.200000047547,234.87208982238974,184.28974548913865,0.0,E190,NONE
SYN004,1792497990.0,44.97880350548701,16.09219716016578,11887.200000047547,233.59520714704152,184.28974548913865,0.0,E190,NONE
SYN004,1792498000.0,44.95779292217881,16.089898615340854,11887.200000047547,234.81099830357056,184.28974548913865,0.0,E190,NONE
SYN004,1792498010.0,44.93657417734807,16.088062315186306,11887.200000047547,233.7788477823345,184.28974548913865,0.0,E190,NONE
SYN004,1792498020.0,44.915116416609465,16.085942311882967,11887.200000047547,233.8027298347763,184.28974548913865,0.0,E190,NONE
SYN005,1792497600.0,45.90445529962239,15.510772337734663,11887.200000047547,227.7321886577014,199.62412316960277,0.0,A359,NONE
SYN005,1792497610.0,45.88530313307304,15.501039460545412,11887.200000047547,226.3665774606414,199.62412316960277,0.0,A359,NONE
SYN005,1792497620.0,45.865843508131846,15.490967644780124,11887.200000047547,228.06717002430256,199.62412316960277,0.0,A359,NONE
SYN005,1792497630.0,45.84651519410005,15.481195320949174,11887.200000047547,227.51382137889223,199.62412316960277,0.0,A359,NONE
SYN005,1792497640.0,45.82705166612025,15.47176244326279,11887.200000047547,228.62371943601173,199.62412316960277,0.0,A359,NONE
SYN005,1792497650.0,45.808135169233886,15.462352282716147,11887.200000047547,226.97472690003573,199.62412316960277,0.0,A359,NONE
SYN005,1792497660.0,45.78904401359668,15.452838217979343,11887.200000047547,228.49111638193594,199.62412316960277,0.0,A359,NONE
SYN005,1792497670.0,45.76934023722911,15.442672050859885,11887.200000047547,228.20638973670515,199.62412316960277,0.0,A359,NONE
SYN005,1792497680.0,45.74979811678004,15.43254767336587,11887.200000047547,226.9458793594964,199.62412316960277,0.0,A359,NONE
SYN005,1792497690.0,45.73083296976946,15.422824325555727,11887.200000047547,227.08578753658173,199.62412316960277,0.0,A359,NONE
SYN005,1792497700.0,45.71153146661464,15.41328407670209,11887.200000047547,226.6865475946853,199.62412316960277,0.0,A359,NONE
